Place ID,Place Name,Author,Author Rating,Date,Review Text
ChIJEYH7W9a5yhQRezfLJzGgnQI,Garden 1897 Restaurant,F. G.,2,2 ay önce,"Oy sayısı ve puana bakarak tercih ettik. Mekanın atmosferi, servis kalitesi, garson arkadaşların ilgisi muazzamdı. Çok çok memnun kaldık. Yine de üzülerek söylüyorum ki kocaman bir pürüz vardı. 5 porsiyon ana yemek söyledik: Patlıcan kebap, adana kebap, çökertme kebabı, alinazik kebap ve vejeteryan pide. İçeceklerle ve tatlı ile 8 bin TL civarı hesap ödedik. Patlıcan kebabın patlıcanları pişmemişti, katır kutur ses geliyordu, kabuğundan ayrılmıyordu. Çökertme kebabının patatesleri çıtır değildi, yumuşamıştı. Daha önce alinazik kebabını kuzu adanadan, kuzu şişten ve kıymadan yedim. İlk defa dana etinden yapılmış bir alinazik kebap yedik, tadını yavanlaştırmış, dana eti yakışmamıştı. Adana kebap da ehli kebapçılardaki gibi bulgurlanmıyordu, lezzetsizdi diyemem ama kebap kalıp halinde geldi, bulgurlanma hissini yaşatmadı. Tüm yemekler ılık geldi, kesinlikle sıcak değildi. Pide güzeldi. 20 bin kişiye yakın kişinin ortalaması nasıl 4,9 olmuş, anlamak mümkün değil. Çok iyi derecede karşılama ve servis kalitesine rağmen lezzet sınıfta kaldı, majör hatalar vardı. Fiyatları da bir tık yüksek buldum."
ChIJEYH7W9a5yhQRezfLJzGgnQI,Garden 1897 Restaurant,G. E.,5,bir ay önce,"Lize Hanım’a özellikle çok teşekkür ederiz. İlgisi, alakası ve yaklaşımı gerçekten çok güzeldi. Ortam, servis ve temizlik konusunda da oldukça başarılı bir işletme. Yemekler gayet güzeldi, emeği geçenlerin eline sağlık. Ancak fiyat-performans açısından beklentimin biraz altında kaldı. Buna rağmen Lize Hanım’ın desteği deneyimi daha keyifli hale getirdi."
ChIJEYH7W9a5yhQRezfLJzGgnQI,Garden 1897 Restaurant,S. D. H.,5,2 ay önce,"Garden 1897’te harika bir akşam geçirdik. Mekanın atmosferi çok keyifli, yemekler ise gerçekten lezzetliydi. Ama özellikle Kadir Bey’e ayrı bir teşekkür etmek istiyorum. Bizimle çok güzel ilgilendi, güler yüzü ve samimiyetiyle akşamımızı daha da özel hale getirdi. Hizmet kalitesi kesinlikle takdire değer. Tekrar gelmeyi düşünüyoruz, gönül rahatlığıyla tavsiye ederim."
ChIJEYH7W9a5yhQRezfLJzGgnQI,Garden 1897 Restaurant,N.,5,5 ay önce,"Tatlısından çayına, sosundan tereyağına bütün ikramlar iyiydi. Yemekler güzeldi ustaların eline sağlık. Yemeğin memnuniyeti personelin güleryüz ve samimi olan ilgileri ile artıyor. Çalışanların gerçek bir özverisi var. Bizimle ilgilenen Barış Bey'e teşekkürler.
Fiyat/performans açısından da hakkını verdiklerini düşünerek restorandan çıkacaksınız."
ChIJEYH7W9a5yhQRezfLJzGgnQI,Garden 1897 Restaurant,G. S.,5,6 ay önce,"Mekana girer girmez tüm personelin ilgisi, nezaketi ile memnun olmaya başlıyorsunuz
Gelelim yemeklere servis hızlı, yemekler lezzetli , çay ikram ☺️
Ve Barış Bey her masaya aynı özeni gösterip akşam boyunca güler yüzü ile salondaki herkesin memnun ayrılmasanı sağladı"
ChIJnXNX4Ly5yhQR-QKvTThJM_w,Turgut Kebab Restaurant -Sultanahmet-,D.,5,bir ay önce,"Nice women called Esma help us to decide the dishes. 👌🙌
🇪🇦Increíble la poción de comida, al inicio sentí los precios un poco elevados pero vale la pena totalmente, Ingredientes frescos se siente el detalle en el emplatado, ambiente tranquilo , baños limpios, el personal es muy atento, me dieron té  de cortesía, todos muy amables, asientos cómodos.
🇺🇲Amazing food potion, at first I felt the prices a little high but it is totally worth it, Fresh ingredients feel the detail in the plating, quiet atmosphere, clean bathrooms, the staff is very attentive, they gave me complimentary tea, all very friendly, comfortable seats.
🇹🇷İnanılmaz yemek iksiri, ilk başta fiyatları biraz yüksek hissettim ama tamamen buna değer, Taze malzemeler kaplamadaki detayları hissediyor, sessiz atmosfer, temiz banyolar, personel çok dikkatli, bana ücretsiz çay verdiler, hepsi çok dost canlısı, rahat koltuklar."
ChIJnXNX4Ly5yhQR-QKvTThJM_w,Turgut Kebab Restaurant -Sultanahmet-,Y. E. S.,4,bir ay önce,"Et döner denedik, lezzet açısından fena değildi yanında getirilen mezeler çok güzeldi. Fiyatlar biraz yüksek, genel olarak pahalı bir bölge olduğu için kabul edilebilir. En üst terasta güzel bir manzara mevcut."
ChIJnXNX4Ly5yhQR-QKvTThJM_w,Turgut Kebab Restaurant -Sultanahmet-,H. D.,5,2 hafta önce,"Tarihi yarım adada tavsiye üzerine gittiğim bir işletmeydi. Lahmacunu özellikle belirtmeliyim ki çok lezzetliydi. Döner lezzetliydi ve porsiyonu bol bir şekilde sunum yapıldı. Mezeler lezzetliydi. Garsonlar ilgiliydi. Beğendim, tavsiye ederim."
ChIJnXNX4Ly5yhQR-QKvTThJM_w,Turgut Kebab Restaurant -Sultanahmet-,S. S.,5,9 ay önce,"Ridvan our server was welcoming, friendly and his recommendations were excellent ! delicious, flavorful & fresh thank you  🇨🇦❤️🇹🇷

Garsonumuz Ridvan çok misafirperver ve cana yakındı, önerileri de mükemmeldi! Lezzetli, aromalı ve tazeydi, teşekkürler 🇨🇦❤️🇹🇷"
ChIJnXNX4Ly5yhQR-QKvTThJM_w,Turgut Kebab Restaurant -Sultanahmet-,K. K.,5,3 ay önce,Temiz güleryüz bol hizmetli bir Kebab salonu ellerine sağlık yapanların ama Mehmet abinin kan rengi çayı hepsinden güzel idi. Bir Türk olarak kalbimizi fetheden çay oldu. Mehmet abi ellerine sağlık 🥰❤️ tüm personele teşekkür ederiz. Canlı Kanun dinletisi içinde teşekkür ederiz. İkram baklava geldi bu işletmemiz daha ne yapsın 🥰
ChIJG2RjnWy5yhQRZj8hMugPem0,Hidden Garden Restaurant Sultanahmet,M. S.,5,8 ay önce,"Hidden Garden Sultanahmet is an absolute gem in the heart of Istanbul. We started with a delicious lentil soup and were pleasantly surprised by the freshly baked bread filled with cheese and capers, simply amazing! For the main course, we had saffron chicken and Sultan’s Favorite beef - both were phenomenal, full of rich flavor and perfectly cooked. The atmosphere was warm and inviting, and the service was truly outstanding. We were served by Şakir, who was extremely kind, attentive, and made our experience unforgettable. We also enjoyed Turkish tea and coffee with baklava at the end, the perfect finish to a perfect meal. We’ll definitely come back again! 🌸✨
-------------
Hidden Garden Sultanahmet, İstanbul’un kalbinde gerçek bir mücevher! Yemeğe nefis mercimek çorbasıyla başladık ve peynir ile kaparili sıcacık ekmek bizi çok mutlu etti, harikaydı! Ana yemek olarak safranlı tavuk ve Sultan’ın Favorisi dana eti yedik; ikisi de mükemmeldi, lezzet dolu ve kusursuz pişirilmişti. Ortam çok hoş ve huzurluydu, servis ise gerçekten olağanüstüydü. Şakir bize hizmet etti, çok nazik, ilgili ve güleryüzlüydü, onun sayesinde bu deneyimimizi unutulmaz kıldık. Son olarak Türk çayı, kahve ve baklava ile yemeğimizi tamamladık. Her şey mükemmeldi, tekrar gelmeyi dört gözle bekliyoruz! 🌸✨"
ChIJG2RjnWy5yhQRZj8hMugPem0,Hidden Garden Restaurant Sultanahmet,S. Y.,5,5 ay önce,her şey çok güzeldi yemekler çok başarılı herkese tavsiye ederim tekrar bu lezzetleri tatmak için kesinlikle geleceğiz
ChIJG2RjnWy5yhQRZj8hMugPem0,Hidden Garden Restaurant Sultanahmet,H. K.,5,9 ay önce,Sultanahmet'te Sultanahmet'te harika bir bahçe güzel bir Osmanlı yemeği istiyorsan Sessiz ve sakin istiyorsanız kesinlikle bu Güzelbahçe gelmenizi tavsiye ediyorum Ayasofya çok yakın camilere çok yakın Metro durağına çok çok yakın özellikle testi kebabını tavsiye ediyorum ve meze çeşitleri harikaydı bu Güzelbahçe'de gerçekten gizli bir mücevher Burası gelmenizi tavsiye ediyorum
ChIJG2RjnWy5yhQRZj8hMugPem0,Hidden Garden Restaurant Sultanahmet,C. T.,5,bir yıl önce,"Hidden Garden Restaurant, İstanbul’un kalbinde, Sultanahmet semtinde yer alan ve Türk mutfağının en seçkin lezzetlerini sunan bir mekandır. Restoran, misafirlerine huzurlu bir atmosferde, zengin ve lezzetli bir menüyle hizmet vermektedir.  ￼

Menü, geleneksel Türk mutfağının yanı sıra Akdeniz ve Avrupa mutfaklarından da seçkin lezzetler içermektedir. Özellikle kebap çeşitleri, sulu ve lezzetli et yemekleri ile deniz ürünleri, misafirlerin beğenisini kazanmaktadır. Vejetaryen ve vegan seçenekler de menüde yer almakta, bu da farklı beslenme tercihleri olan misafirler için geniş bir yelpaze sunmaktadır.  ￼

Restoranın atmosferi, adeta bir vaha hissi uyandıran huzurlu ve yeşillikler içindeki bahçesiyle dikkat çekmektedir. Bu özel ortam, misafirlere şehir hayatının karmaşasından uzaklaşma imkanı sunmaktadır. Ayrıca, restoranın merkezi konumu sayesinde Ayasofya Camii gibi tarihi ve turistik mekanlara yürüme mesafesinde olması, ziyaretçilere büyük bir avantaj sağlamaktadır.  ￼

Misafir yorumları, Hidden Garden Restaurant’ın kalitesini ve hizmet anlayışını öne çıkarmaktadır. Tripadvisor’da 2.000’den fazla değerlendirme ile 5 üzerinden 5 puan alan restoran, lezzetli yemekleri, samimi atmosferi ve profesyonel hizmetiyle takdir toplamaktadır. Örneğin, bir misafir, “Eğer Sultanahmet’te iyi bir yemek yemek istiyorsanız, mutlaka gitmeniz gereken bir adres. Yemekler mükemmel, sunum harika ve porsiyonlar oldukça doyurucu.” şeklinde görüş belirtmiştir.  ￼

Restoranın fiyat aralığı, 13 ile 25 dolar arasında değişmekte olup, sunulan hizmet ve lezzet kalitesi göz önüne alındığında oldukça makul bulunmaktadır. Ayrıca, haftanın her günü 11:30 ile 23:30 saatleri arasında hizmet vermekte, bu da misafirlere esnek bir ziyaret imkanı sunmaktadır.  ￼

Sonuç olarak, Hidden Garden Restaurant, İstanbul’da unutulmaz bir yemek deneyimi yaşamak isteyenler için mükemmel bir seçenektir. Zengin menüsü, huzurlu atmosferi ve üstün hizmet kalitesiyle, misafirlerine eşsiz bir deneyim sunmaktadır."
ChIJG2RjnWy5yhQRZj8hMugPem0,Hidden Garden Restaurant Sultanahmet,T. K.,5,bir yıl önce,"Harika Bir Restoran Deneyimi! ⭐⭐⭐⭐⭐

Geçtiğimiz günlerde bu restoranda yemek yeme fırsatım oldu ve gerçekten unutulmaz bir deneyimdi. Mekan, sıcak ve samimi bir atmosfere sahip. Dekorasyonu özenle yapılmış, hem modern hem de rahat bir ortam sunuyor.

Yemeklere gelirsek, her şey taptaze ve inanılmaz lezzetliydi. Başlangıç olarak aldığımız sigara Börek tam bir lezzet. Ardından servis edilen ana yemek, hem sunumuyla hem de tadıyla gerçekten mükemmeldi. Özellikle [Adana Kebap] denemenizi şiddetle tavsiye ederim!

Servis ekibi de ayrı bir övgüyü hak ediyor. Güler yüzlü, hızlı ve çok ilgiliydiler. Polat abi bizi çok iyi karşıladı. Polat abi adamın dibidir. Her dileğimizi kırmadı Hem yemekler hakkında detaylı bilgi verdiler hem de önerilerde bulundular. Böyle bir hizmet görmek gerçekten mutluluk verici.

Son olarak tatlılardan bahsetmeden geçemem! [Katmer] gerçekten şimdiye kadar yediğim en iyi tatlılardan biriydi. Yemeklerin ardından kahve eşliğinde mükemmel bir kapanış oldu.

Fiyat-performans dengesi de oldukça başarılı. Böyle bir kalite için ödenen tutar fazlasıyla makul.

Eğer kaliteli bir yemek, keyifli bir atmosfer ve profesyonel bir hizmet arıyorsanız, burası kesinlikle doğru adres! Tekrar gelmek için sabırsızlanıyorum.

Tebrikler ve teşekkürler!"
ChIJsYslLXe5yhQRxkEC4RsjM-s,Luco Restaurant Rooftop Sirkeci,I. O. G.,5,2 hafta önce,Uzun zamandır turistik bir mekanda Türk müşteri olarak bu kadar el üstünde tutulmamıştım. Yemekler ve şahane manzarasıyla 5 puanı hak ediyor. Başta İbrahim bey ve çalışan herkese ilgileri için çok teşekkür ediyorum.
ChIJsYslLXe5yhQRxkEC4RsjM-s,Luco Restaurant Rooftop Sirkeci,D. K.,5,3 ay önce,"Luco Restaurant’ta hayatımın en özel anlarından birini yaşadım. Evlenme teklifim sürecinde her detayı titizlikle düşünen ve bana büyük destek olan İbrahim Bey’e içtenlikle teşekkür ederim. Sayesinde her şey tam hayal ettiğim gibi oldu.

Servis kalitesi ise gerçekten üst düzeydi. Güler yüz, ilgi ve profesyonellik bu kadar güzel bir şekilde bir araya gelince gece çok daha anlamlı hale geldi. Yemeklerin lezzeti ve ortamın şıklığı da cabası.

Bu özel anımı kusursuz hale getiren tüm ekibe teşekkür ederim. Özel günler için kesinlikle tercih edilebilecek harika bir mekan."
ChIJsYslLXe5yhQRxkEC4RsjM-s,Luco Restaurant Rooftop Sirkeci,B. Ç.,5,2 ay önce,"Öncelikle İbrahim Beye tesekkürlerr. Doğum günü için tercih ettik, inanılmaz keyifli bir gece geçirdik. Karışık mezeyi mutlaka tercih edin herbir çeşidine bayıldık. Et konusunda hassas olanlar için et ürünleri bit tık ağır gelebilir bilginizz olsunn."
ChIJsYslLXe5yhQRxkEC4RsjM-s,Luco Restaurant Rooftop Sirkeci,T. Ö.,5,7 ay önce,"Güzel bir manzara eşliğinde harika bi akşam geçirdik. Yemekler ve mezeler lezzetliydi özellikle katmer çok iyiydi ama hepsi bir yana mekanın en iyi yönü servisi. Özellikle İbrahim’e çok teşekkür ediyorum ne söylesek fazlasını yaptı. Masa takibi çok iyi ne eksilirse hemen tamamlıyor sizin bi şey demenize gerek bile yok. Servis aksamadığı için gecenizde bölünmüyor ve daha keyifli oluyor.
Kesinlikle tekrar gideceğim ve herkese tavsiye ederim
Not: Kendisi fotoğraf konusunda uzman, yengemiz sağolsun."
ChIJsYslLXe5yhQRxkEC4RsjM-s,Luco Restaurant Rooftop Sirkeci,R. A.,5,2 ay önce,"Luco Restaurant’ta unutulmaz bir akşam yaşadık. Evlenme teklifim sırasında her şeyin kusursuz olması için büyük emek veren İbrahim Bey’e özellikle teşekkür ederim. İlgi, alaka ve desteği gerçekten çok değerliydi.

Ayrıca servis konusunda güler yüzü, profesyonelliği ve özeni geceyi daha da özel kıldı. Yemekler, ambiyans ve hizmet kalitesi tek kelimeyle harikaydı.

Böylesine önemli bir anı bu kadar güzel hale getirdikleri için tüm ekibe gönülden teşekkür ederim. Kesinlikle tavsiye ederim."
ChIJeyzSOYS5yhQRZGbHU6N19lI,Hanzade Bosphorus Restaurant,M. K.,1,bir ay önce,"Google yorumlara aldanip beklentiye girerek gittim ve 2300tl ödeyip ac kalktim. 2 kisilik karisik kebap siparisi verdigimizde önümüze yemek diyerek dis kismi yanmis ici pismemis et getirdiler,  zorla biraz pilav ve patates yedikten sonra hesabi istedigimizde bugüne kadar aldiklari ilk sikayet oldugunu söylediler. Asla tavsiye etmiyorum."
ChIJeyzSOYS5yhQRZGbHU6N19lI,Hanzade Bosphorus Restaurant,A. S.,5,4 ay önce,aslinda cok bir beklentiye girmemistik. bu tip diger restoranlarda cok iyi tecrubelerimiz yok ama Hanzade bizi oldukca sasirtti. yemeklerin lezzeti gercekten cok iyiydi ayrica yemek yedikten sonra ust katta vakit gecirebileceginiz alanlarin olmasi super olmus. sadece bize 18:00 da hareket edilecegi soylenmisti o yuzden erken siparis verdik ama 18:40 gibi hareket ettik. aslında siparislerin birikmemesi icin bir yontem olmus cunku bogaz turu biraz kisa suruyor. bir daha tercih edecegimiz bir yer oldu. ayrica minik sevigliler gunu hediyeniz icin tesekkurlerr
ChIJeyzSOYS5yhQRZGbHU6N19lI,Hanzade Bosphorus Restaurant,G. A.,5,bir ay önce,"Her şey mükemmel her zaman geleceğim bir yer manzarası bir harika, çalışanları çok güler yüzlü ve dost canlısı. Herkese tavsiye ederim."
ChIJeyzSOYS5yhQRZGbHU6N19lI,Hanzade Bosphorus Restaurant,K. S. T.,5,3 hafta önce,Harika bir mekan yemekler müthiş tatlı ve çay ikramı harikaydı. Hakan bey'e ayriyeten misafirperverliği için teşekkür ediyorum
ChIJeyzSOYS5yhQRZGbHU6N19lI,Hanzade Bosphorus Restaurant,I. Ç.,5,bir yıl önce,"Yemekler çok lezzetli. Izgara balık ve kuzu inciği şiddetle tavsiye ederim. Balık çok taze, kuzu incik ise çıtır çıtır ve mis kokulu. Servis tutumu çok sıcak.  Deniz manzarası çok güzel, üzerinde yemek yemek tek kelimeyle bir keyif. Pencerenin yanında bir yer ayırtmanız tavsiye edilir. Yemekten sonra küçük tatlılar ve çay ücretsiz olarak verildi, bu çok sıcak kalpli."
ChIJ80p3Cqu5yhQRbH543PljQvc,Old İstanbul Rooftop Mezze & Seafood Restaurant,G. T.,5,4 ay önce,"The ambiance is beautiful and the staff are really friendly. The view is wonderful. I recommend it to anyone who is looking for a calm and peaceful atmosphere.

Ambiyans çok güzel ve personel gerçekten çok nazik. Manzara harika. Sakin ve huzurlu bir ortam arayan herkese tavsiye ederim."
ChIJ80p3Cqu5yhQRbH543PljQvc,Old İstanbul Rooftop Mezze & Seafood Restaurant,S. N.,5,3 ay önce,İlk defa gelmeme rağmen çok beğendim ortamın iç açıcı bir havası vardı yemekler baştan sona özelikle mezeler harika ötesiydi garsonlar masamızla çok ilgilenmeleri yanı sıra güler yüzlülerdi manzara şahaneydi tekrardan geliceğim favori mekanım oldu teşekkürler
ChIJ80p3Cqu5yhQRbH543PljQvc,Old İstanbul Rooftop Mezze & Seafood Restaurant,K. T.,5,4 ay önce,Kız arkadaşımın doğum günü olduğu için ona süpriz yapmak istedim ve boğaz manzaralı romantik bir atmosfer arıyorduk ve iyiki burayı seçtik herşey harikaydı ve yemekler çok lezzetlidi ve servis personeli harika bize çok yardımcı oldular
ChIJ80p3Cqu5yhQRbH543PljQvc,Old İstanbul Rooftop Mezze & Seafood Restaurant,R. K.,5,9 ay önce,Öneri üzerine buraya uğradık aldığımız hizmet kaliteliydi deniz ürünleri taze ve lezzetliydi turbot çok iyi pişmişti ellerinize sağlık teşekkürler tekrar geleceğim
ChIJ80p3Cqu5yhQRbH543PljQvc,Old İstanbul Rooftop Mezze & Seafood Restaurant,A.,5,6 ay önce,"Manzarası çok güzel, ortamı çok keyifliydi. Mezeler taze ve lezzetliydi, servis de oldukça ilgiliydi. İstanbul’da güzel bir akşam geçirmek isteyenlere gönül rahatlığıyla tavsiye ederim.Ayrıca yücel beyin kokteyleri ve bizimle ilgilenmeside çok nazik bir davranıştı tekrar geleceğiz"
ChIJOfYsum63yhQRxUqTS28a14c,Gönen Rooftop Ocakbaşı Terrace Restaurant & Roof Bar,T.,2,2 ay önce,"Manzara güzel, mezeler iyi ve etler orta kalite ne iyi ne kötü. Başka da bir artı yani yok bu mekanın.

Ocakbaşı restoran fakat ayran yok, pide yok. Usta yokmuş fakat bu müşterinin problemi değil. Adım başı market var ayran almak yerine müşterinize ayran bitti diyorsunuz şaka gibi. Terasta restoran isletiyorsunuz camlar leş gibi. Terasa yer açınca ve fiyatları da piyasanın 3 katı yapınca ""lüks restoran"" olunmuyor. Lüks restoran güzel yemeğin yani sıra kusursuza yakın bir  hizmetle ve hijyen ile olur. Garson organizasyonu yok. Garson bi görünüyor sonra yok oluyor. Komiler hizmete bakıyor. Esnaf lokantası olsa hiç söz etmem çünkü orada fiyatlar uygun olur hizmet samimi olabilir fakat profesyonel olmayabilir. 2 kişi 6 bin lira hesap ödedik yani iyi hizmet alsak hiç sıkıntı yok. Ama hizmet olmayınca o camın halini görünce bu rakam ""kazık"" oluyor. Birkaç şey daha var bunlar ilk aklıma gelenlerdi. Bu restoran 4,8 puanı asla hakketmiyor."
ChIJOfYsum63yhQRxUqTS28a14c,Gönen Rooftop Ocakbaşı Terrace Restaurant & Roof Bar,S. Ç.,5,2 ay önce,"Her şey süperdi, yemekler aşırı lezzetliydi, çalışanlar çok ilgiliydi, manzara zaten… her şey için teşekkür ederiz"
ChIJOfYsum63yhQRxUqTS28a14c,Gönen Rooftop Ocakbaşı Terrace Restaurant & Roof Bar,B. O.,5,bir ay önce,"Gönen Rooftop hayatımın en özel gününü yaşadığım bir yer benim için. Nikah sonrası yemeğimizi burada yaptık ve çoooook eğlendik. Daha önce de yemek demosu yapıp çok memnun kalmıştık ve o yüzden burayı seçtik, yaptığımız en iyi seçim oldu diyebilirim. Yemekler şahane, kesinlikle en iyi yemek için ilk tercihimiz her zaman burası olacak. Atmosfer mükemmeldi, çalışanlar inanılmaz ilgiliydi, müzik konusunda da yardımcı oldular ve her konuda çözüm odaklı yaklaştılar. Bütün misafirlerimiz ve biz aşırı memnun kaldık. 10/10 bir mekan ve işletme, KESİNLİKLE tavsiye ediyorum 🙏🏻😍🤌🏻"
ChIJOfYsum63yhQRxUqTS28a14c,Gönen Rooftop Ocakbaşı Terrace Restaurant & Roof Bar,A.,5,bir ay önce,"Mekanın manzarası, yemekleri ve hizmetleri gerçekten çok üst düzeyde. Mezeler taze ve hızlı gelirken ana yemeğin çok uzun sürmeden sıcacık gelmesi gerçekten görevliler tarafından verilen ilgiyi kanıtlıyor. Kesinlikle tekrar geleceğiz, ellerinize emeğinize sağlık."
ChIJOfYsum63yhQRxUqTS28a14c,Gönen Rooftop Ocakbaşı Terrace Restaurant & Roof Bar,M.,5,7 ay önce,"İstanbul manzarasının tüm ihtişamı eşliğinde gerçekten üst düzey bir deneyim sunuyorlar. Mezeler hem taze hem de özenle hazırlanmış; her birinde ustalık ve kalite hissediliyor. Kebaplar ise tam kıvamında pişmiş, etin lezzeti ve baharat dengesi oldukça başarılı.
Karides güveç tam anlamıyla harikaydı Karidesler taze, tereyağ dengeli ve kıvamı mükemmeldi. Sıcak sıcak, nefis aromasıyla masaya gelir gelmez iştah açıyor. Gerçekten ustalık işi bir lezzet.
Şarap gerçekten etkileyiciydi; her zaman rastlanmayan aroması, içimi kolay ve kalıcı tadıyla her yudum keyif veriyor.
Bitmesini istemediğiimiz yemeğin finalini hafif çok taze irmik tatlısı zirveye taşıdı.Mutlaka tadın.
Hizmet anlayışı profesyonel, ortam ise sakin ve keyifli. Manzara, lezzet ve servis bir araya gelince ortaya gerçekten tatmin edici, güven veren bir restoran deneyimi çıkıyor. İstanbul’da kaliteli bir akşam yemeği için gönül rahatlığıyla tercih edebilirsiniz."
ChIJ4Vx5oJC5yhQR0viQ_FbPh-w,Mivan Restaurant Cafe,E. E.,5,3 ay önce,Çalışanlar güleryüzlü ve ilgili. Yemeklerin servislerinde dahi ayrı bir özveri var. Karışık kebap ve ortaya içli köfte porsiyon aldık. Mezelerle birlikte her şeyin lezzeti çok güzeldi.
ChIJ4Vx5oJC5yhQR0viQ_FbPh-w,Mivan Restaurant Cafe,K. Z.,5,4 ay önce,"#Türk Pidesi
Başlangıç olarak ücretsiz sunuluyor ve yanında üç farklı sos ile servis ediliyor.

#Türk Çayı
Türkiye’deki çayların çoğu sanki aynı çaydan çıkmış gibi bir tada sahip; tatlılarla birlikte oldukça uyumlu.

#Kuzu Şiş
Kuzu etinde belirgin bir koku yok, mangal aroması başarılı. Tabağın altında ince pide ve küçük bir porsiyon pilav bulunuyor; ayrıca karbonhidrat sipariş etmeye gerek kalmıyor.

#Izgara Levrek
Izgara balık seçenekleri arasında işletme sahibinin en çok önerdiği levrek. Balık bütün halde servis ediliyor, ardından üzerine eşit şekilde limon suyu gezdiriliyor. Lezzet dengeli ve temiz.

#Izgara Sebze Tabağı
Beş-altı çeşit sebzeden oluşan bir karışım. Izgara etin yağlı hissini dengelemek açısından işlevsel.

#Elma Çayı
Tadı sıcak elma suyunu andırıyor. Yemek sonrası ücretsiz ikram ediliyor; elma çayı veya başka bir çay tercih edilebiliyor.

#Dondurmalı Katmer (Antep fıstıklı)
Yemek sonrası hafif bir tatlı alternatifi; fıstıklı katmer dondurma ile birlikte servis ediliyor."
ChIJ4Vx5oJC5yhQR0viQ_FbPh-w,Mivan Restaurant Cafe,M. Ş.,5,2 ay önce,Sultanahmet’te  yiyebileceğiniz en lezzetli yemek. Servis ve hizmet mükemmel. Kesinlikle tavsiye ederim
ChIJ4Vx5oJC5yhQR0viQ_FbPh-w,Mivan Restaurant Cafe,I. Ç.,5,bir yıl önce,"⭐️⭐️✋✋👍Mivan Restaurant Cafe, lezzetli yemekleri ve samimi atmosferiyle dikkat çekiyor. Menüsünde geniş bir seçenek sunması, her damak zevkine hitap ediyor. Özellikle deniz ürünleri ve geleneksel Türk lezzetleri öne çıkıyor. Servis hızı ve kalitesi oldukça memnuniyet verici. Ancak mekanın biraz daha geniş olması tercih edilebilir. Fiyatlar makul düzeyde ve sunulan lezzetlerin kalitesine değer. Genel olarak, Mivan Restaurant Cafe, keyifli bir yeme içme deneyimi sunuyor."
ChIJ4Vx5oJC5yhQR0viQ_FbPh-w,Mivan Restaurant Cafe,S. A. Ş.,5,bir yıl önce,"Karşılama, yemeklerin lezzeti, sıcaklığı, servisi her şey o kadar güzel ki 5 değil 50 yıldız vermek istedim. uzun süredir yediğim en iyi et ve tavuktu.. tursitlere önem verirler bize bakmazlar diye düşündüm ama asla öyle değildi, inanılmaz ilgilenildi kapıdan girdikten çıkana kadar çok sıcak karşılandık. sonunda da türk kahvesi ikram ettiler. her şey müthişti gerçekten. gözü kapalı gidilebilir"
ChIJkd5iPbm5yhQR33Gzz8z2vMU,Best View Rooftop Seafood & Steak,F. K.,5,4 ay önce,"Manzara Atmosfer, yemekler  ve misafirperverlik inanılmaz güzel.. kesinlikle  gidilmesi gereken bir yer tavsiye ederim"
ChIJkd5iPbm5yhQR33Gzz8z2vMU,Best View Rooftop Seafood & Steak,H. A.,5,5 ay önce,Yemekler ve ortam cok güzel. Özellikle Yusuf beye teşekkür ederiz. Yemekleri cok hızlı ve lezzetli geldi ve güzel ikramlar yapdilar.
ChIJkd5iPbm5yhQR33Gzz8z2vMU,Best View Rooftop Seafood & Steak,H. B.,5,2 ay önce,Çok güzel lokasyonda denize yakın ilgili personel Ve En iyi deniz ürünleri tabağı Jumbo karides ahtapot ve taze balıklar çok lezzetli çok beğendik herkese tavsiye edilir
ChIJkd5iPbm5yhQR33Gzz8z2vMU,Best View Rooftop Seafood & Steak,R. K.,5,4 ay önce,Gün batımına karşı geldik manzara olağanüstü derecede güzel ve cezbediciydi onun dışında deniz ürünlerini tercih ettik ana yemek olarak ahtapotları çok tazeydi ve gerçekten lezzeti tartışılmazdı
ChIJkd5iPbm5yhQR33Gzz8z2vMU,Best View Rooftop Seafood & Steak,K. K.,5,3 ay önce,Harika bir deneyim yaşadık balıklar taze ve lezzetli ahtapot ve kalamar tava süper lezzetli ardından karışık balık tabağı sipariş ettik çok lezzetliydi tekrardan geleceğim tavsiye edilir burası İstanbul'un en iyi deniz ürünleri rooftop restaurant ı
ChIJhaLwkhu5yhQRdUVPODgtm0w,Old İstanbul Ottoman Cuisine,G. S.,5,bir ay önce,arkadaşlarımla geldim çok güzel bir restorant testi kebabı ve karışık osmanlı kebabı tavsiye ettiler gerçekten çok lezzetliydi bide konumu sultan ahmedin göbeğinde herşey için teşekkür tekrar geleceğim
ChIJhaLwkhu5yhQRdUVPODgtm0w,Old İstanbul Ottoman Cuisine,S. Y.,5,bir ay önce,"Çok lezzetli yemekler harika personel old istanbul ottoman cuisine harika bir deneyim yaşadık gerçekten yemekler pozisyonları büyük ve fiyatlar da makbul İstanbul seyahatinde şu ana kadar en iyi geçirdiğim yer burası şiddetle tavsiye ederim burayı ,"
ChIJhaLwkhu5yhQRdUVPODgtm0w,Old İstanbul Ottoman Cuisine,E. B. A.,5,2 ay önce,Hersey cok güzeldi yemekler harıka  yardımsever personel ilgili  ve atmosferi süper  bayıldım gene gelecegim herkesi davet ediyorum mutlaka denemelisiniz
