Place ID,Place Name,City,Category,Address,Latitude,Longitude,Types,Average Rating,Total Review Count,Price Level
ChIJEYH7W9a5yhQRezfLJzGgnQI,Garden 1897 Restaurant,İstanbul,Restaurant,"Inside of Garden House Hotel, Küçük Ayasofya, Şht. Mehmetpaşa Sok. No5, 34122 Fatih/İstanbul, Türkiye",41.0040252,28.9725597,"restaurant, food, point_of_interest, establishment",4.9,20996.0,PRICE_LEVEL_MODERATE
ChIJnXNX4Ly5yhQR-QKvTThJM_w,Turgut Kebab Restaurant -Sultanahmet-,İstanbul,Restaurant,"Sultan Ahmet, Akbıyık Cd. No:64, 34122 Fatih/İstanbul, Türkiye",41.004723,28.979098,"turkish_restaurant, live_music_venue, kebab_shop, event_venue, restaurant, food, point_of_interest, establishment",4.8,27072.0,PRICE_LEVEL_INEXPENSIVE
ChIJG2RjnWy5yhQRZj8hMugPem0,Hidden Garden Restaurant Sultanahmet,İstanbul,Restaurant,"Binbirdirek, Peykhane Sok. No: 14/A, 34122 Fatih/İstanbul, Türkiye",41.006749,28.972428200000003,"restaurant, fusion_restaurant, greek_restaurant, family_restaurant, turkish_restaurant, barbecue_restaurant, seafood_restaurant, vegetarian_restaurant, kebab_shop, italian_restaurant, food, point_of_interest, establishment",4.9,20760.0,PRICE_LEVEL_MODERATE
ChIJsYslLXe5yhQRxkEC4RsjM-s,Luco Restaurant Rooftop Sirkeci,İstanbul,Restaurant,"Hoca Paşa, Ebussuud Cd. No:21, 34112 Fatih/İstanbul, Türkiye",41.0126627,28.9769354,"restaurant, seafood_restaurant, food, point_of_interest, establishment",4.9,2533.0,PRICE_LEVEL_EXPENSIVE
ChIJeyzSOYS5yhQRZGbHU6N19lI,Hanzade Bosphorus Restaurant,İstanbul,Restaurant,"Hoca Paşa, İstasyon Arkası Sk. No:37, 34110 Fatih, Hoca Paşa, 34110 sirkeci/İstanbul, Türkiye",41.0146464,28.976796,"turkish_restaurant, restaurant, food, point_of_interest, establishment",4.8,17686.0,PRICE_LEVEL_MODERATE
ChIJ80p3Cqu5yhQRbH543PljQvc,Old İstanbul Rooftop Mezze & Seafood Restaurant,İstanbul,Restaurant,"Hoca Paşa, Orhaniye Cd. No:7,34845, 34134 Fatih/İstanbul, Türkiye",41.0136176,28.9761973,"seafood_restaurant, mediterranean_restaurant, turkish_restaurant, european_restaurant, restaurant, food, point_of_interest, establishment",4.9,1975.0,PRICE_LEVEL_VERY_EXPENSIVE
ChIJOfYsum63yhQRxUqTS28a14c,Gönen Rooftop Ocakbaşı Terrace Restaurant & Roof Bar,İstanbul,Restaurant,"Kocatepe, Aydede Cd. No:15 Kat:11, 34437 Beyoğlu/İstanbul, Türkiye",41.0385356,28.983932,"restaurant, food, point_of_interest, establishment",4.8,2456.0,PRICE_LEVEL_EXPENSIVE
ChIJ4Vx5oJC5yhQR0viQ_FbPh-w,Mivan Restaurant Cafe,İstanbul,Restaurant,"Emin Sinan, Piyer Loti Cd. No:34, 34130 Fatih/İstanbul, Türkiye",41.0062206,28.9690295,"restaurant, cafe, food, point_of_interest, establishment",4.9,8900.0,PRICE_LEVEL_MODERATE
ChIJkd5iPbm5yhQR33Gzz8z2vMU,Best View Rooftop Seafood & Steak,İstanbul,Restaurant,"Küçük Ayasofya, Aksakal Sokağı No:23, 34122 Fatih/İstanbul, Türkiye",41.0027094,28.9737908,"seafood_restaurant, steak_house, restaurant, food, point_of_interest, establishment",4.9,885.0,PRICE_LEVEL_EXPENSIVE
ChIJhaLwkhu5yhQRdUVPODgtm0w,Old İstanbul Ottoman Cuisine,İstanbul,Restaurant,"prof.dr, Alemdar, Prof. Kazım İsmail Gürkan Cd. no:6, 34360 Fatih/İstanbul, Türkiye",41.010010300000005,28.9762434,"restaurant, turkish_restaurant, seafood_restaurant, bar, kebab_shop, food, point_of_interest, establishment",5.0,861.0,PRICE_LEVEL_EXPENSIVE
ChIJpeXo6HG5yhQRbDRNOdPwA2A,Deraliye Rooftop Restaurant | Sultanahmet Terrace,İstanbul,Restaurant,"Alemdar Mahallesi Ticarethane Sokakk. No:10 Teras Kat, Alemdar, 34122 Fatih/İstanbul, Türkiye",41.0088488,28.9761647,"restaurant, turkish_restaurant, food, point_of_interest, establishment",4.8,1803.0,PRICE_LEVEL_MODERATE
ChIJ0cs08Za5yhQRyknP0b_nv8g,Loti Roof Lounge,İstanbul,Restaurant,"Binbirdirek, Divan Yolu Cd. No:27, 34112 Fatih/İstanbul, Türkiye",41.0080457,28.9728807,"restaurant, cocktail_bar, bar, food, point_of_interest, establishment",4.9,8130.0,PRICE_LEVEL_INEXPENSIVE
ChIJYe0Bk065yhQRyC-YvXDIZRU,Food Palace 1981 Anatolian Restaurant,İstanbul,Restaurant,"Binbirdirek, Peykhane Sok. No: 14B, 34122 Fatih/İstanbul, Türkiye",41.0067561,28.9723704,"restaurant, steak_house, fusion_restaurant, family_restaurant, turkish_restaurant, barbecue_restaurant, seafood_restaurant, vegetarian_restaurant, kebab_shop, middle_eastern_restaurant, food, point_of_interest, establishment",4.9,6990.0,PRICE_LEVEL_MODERATE
ChIJa3PqpaG5yhQRyl_SJFblMZ8,Eva Bosphorus Restaurant,İstanbul,Restaurant,"Demiray Otel'in 5. Katında Bulunmaktadır, Hobyar, Hocahanı Sok. No:10, 34112 Fatih/İstanbul, Türkiye",41.0136304,28.9724776,"restaurant, food, point_of_interest, establishment",4.8,348.0,PRICE_LEVEL_MODERATE
ChIJhX0rzM-5yhQRY0dHbpzBl4I,Ararat Terrace Restaurant & Rooftop,İstanbul,Restaurant,"Sultan Ahmet, Torun Sk. no : 3 D:101, 34400 Fatih/İstanbul, Türkiye",41.0051184,28.9786091,"restaurant, pub, hookah_bar, bar, cafe, food, point_of_interest, establishment",4.8,5462.0,PRICE_LEVEL_INEXPENSIVE
ChIJ6SH9Er65yhQRbSczYXeEqd4,Pleasure Terrace Roof Restaurant in Istanbul,İstanbul,Restaurant,"Hoca Paşa, Hüdavendigar Cd. No:4 Kat:5, 34112 Fatih/İstanbul, Türkiye",41.0126096,28.9783577,"restaurant, pub, bar, food, point_of_interest, establishment",4.9,8852.0,PRICE_LEVEL_MODERATE
ChIJV0uREHy5yhQRz3ihjbbMDZ4,Chef Ramo Restaurant,İstanbul,Restaurant,"Hoca Paşa Mahallesi, Nöbet Hane caddesi - Dervişler Sokağı crossection, Hoca Paşa, no:12A, 34110 Fatih/İstanbul, Türkiye",41.01408,28.977930500000003,"restaurant, turkish_restaurant, food, point_of_interest, establishment",4.9,1525.0,PRICE_LEVEL_MODERATE
ChIJaVwhwPC5yhQRTvCC48zxH3c,Kate Restaurant,İstanbul,Restaurant,"Alemdar, Çatalçeşme Sk. No:23/1, 34110 Fatih/İstanbul, Türkiye",41.0094323,28.975818499999995,"restaurant, food, point_of_interest, establishment",4.8,1187.0,PRICE_LEVEL_VERY_EXPENSIVE
ChIJn134uxW5yhQRqoVQ7QoWgto,Golden Horn Terrace Restaurant,İstanbul,Restaurant,"Binbirdirek, Binbirdirek Meydanı Sok. No:1, 34400 Fatih/İstanbul, Türkiye",41.0072391,28.9737903,"restaurant, food, point_of_interest, establishment",5.0,1495.0,PRICE_LEVEL_VERY_EXPENSIVE
ChIJjzgsB2u5yhQRPRS5LHpNLlw,İstanbul Kebab Cafe Restaurant,İstanbul,Restaurant,"Alemdar, Biçki Yurdu Sk. No:5, 34122 Fatih/İstanbul, Türkiye",41.0086208,28.9748102,"restaurant, mediterranean_restaurant, turkish_restaurant, barbecue_restaurant, food, point_of_interest, establishment",4.8,3878.0,PRICE_LEVEL_MODERATE
ChIJ98-Fo225yhQRtJJ_n34qU-Y,360 Roof Restaurant,İstanbul,Restaurant,"Küçük Ayasofya, Üçler Hamamı Sk. No:13, 34122 Fatih/İstanbul, Türkiye",41.004362,28.9729029,"restaurant, point_of_interest, food, establishment",4.8,4401.0,PRICE_LEVEL_EXPENSIVE
ChIJe5v1hwa5yhQR_PdjELyKtG8,The Ottomans Kitchen Cafe Restaurant,İstanbul,Restaurant,"Sultan Ahmet, Akbıyık Cd. No:70, 34122 Fatih/İstanbul, Türkiye",41.0045626,28.9790628,"turkish_restaurant, kebab_shop, seafood_restaurant, store, restaurant, point_of_interest, food, establishment",4.9,8845.0,PRICE_LEVEL_VERY_EXPENSIVE
ChIJJ6EeAZa5yhQRKCA71LPs7_w,Deraliye Ottoman Cuisine Restaurant,İstanbul,Restaurant,"Alemdar, Ticaret Hane Sokak Giriş Kat No 10, 34122 Fatih/İstanbul, Türkiye",41.008827,28.9761024,"restaurant, turkish_restaurant, point_of_interest, food, establishment",4.8,4877.0,PRICE_LEVEL_MODERATE
ChIJUQ31a5u5yhQRb3NRj0euDJI,istanbul Anatolian Cuisine,İstanbul,Restaurant,"Küçük Ayasofya, Cami Sk. No:7, 34122 Fatih/İstanbul, Türkiye",41.0033804,28.9722744,"turkish_restaurant, restaurant, point_of_interest, food, establishment",4.9,4083.0,PRICE_LEVEL_EXPENSIVE
ChIJ0ZA64E25yhQRxeonK35Clqk,Zeugma terrace steak House,İstanbul,Restaurant,"yerebatan sarnıç cad, Alemdar, Salkım Söğüt Sk. No:16, 34110 Fatih/İstanbul, Türkiye",41.0094886,28.976893,"restaurant, point_of_interest, food, establishment",4.9,2042.0,PRICE_LEVEL_MODERATE
ChIJDUPm2qS5yhQRWVSyL8Mw3Uw,Vamos Estambul Restaurant & Cafe,İstanbul,Restaurant,"Alemdar, Ticarethane Sk. 39/42, 34120 Fatih/İstanbul, Türkiye",41.0086605,28.976019,"restaurant, barbecue_restaurant, steak_house, hamburger_restaurant, wine_bar, pizza_restaurant, hookah_bar, seafood_restaurant, eastern_european_restaurant, turkish_restaurant, bar, american_restaurant, point_of_interest, food, establishment",4.7,3876.0,PRICE_LEVEL_MODERATE
ChIJPUwQJdu5yhQRCY1EE-92YGE,Old hipodrom cafe restaurant,İstanbul,Restaurant,"Küçük Ayasofya, Kaleci Sk. No:3, 34000 Fatih/İstanbul, Türkiye",41.003492,28.9737249,"turkish_restaurant, kebab_shop, seafood_restaurant, restaurant, point_of_interest, food, establishment",4.9,2322.0,PRICE_LEVEL_INEXPENSIVE
ChIJ-ySeDyq5yhQRLn6A3rLltVc,GRACE Rooftop Restaurant,İstanbul,Restaurant,"Binbirdirek, Terzihane Sok. No:15, 34122 Fatih/İstanbul, Türkiye",41.0063021,28.9735535,"restaurant, mediterranean_restaurant, steak_house, cocktail_bar, greek_restaurant, italian_restaurant, seafood_restaurant, turkish_restaurant, bar, point_of_interest, food, establishment",4.7,5213.0,PRICE_LEVEL_MODERATE
ChIJy49Oz4-5yhQRaNaXOCfwLmY,ŞATO’s Restaurant,İstanbul,Restaurant,"Cankurtaran, Akbıyık Cd, Cankurtaran, akbıyık Sultanahmet No:33, 34122 Fatih/İstanbul, Türkiye",41.0053594,28.9800383,"restaurant, point_of_interest, food, establishment",4.9,1244.0,PRICE_LEVEL_VERY_EXPENSIVE
ChIJd45yKpy5yhQRrh25flwT7ug,BLUE PLATE İSTANBUL,İstanbul,Restaurant,"Küçük Ayasofya, Kadırga Meydanı Sk. No:5/1, 34122 Fatih/İstanbul, Türkiye",41.0047863,28.9699126,"turkish_restaurant, breakfast_restaurant, kebab_shop, restaurant, point_of_interest, food, establishment",4.9,3085.0,PRICE_LEVEL_INEXPENSIVE
ChIJYxnh8r-5yhQRqzHaYlSAZis,Bistro Chef Restaurant İstanbul,İstanbul,Restaurant,"Hoca Paşa, Mehmet Murat Sk., 34110 Fatih/İstanbul, Türkiye",41.0129046,28.9776989,"restaurant, point_of_interest, food, establishment",4.7,1346.0,PRICE_LEVEL_MODERATE
ChIJz82gU5i5yhQRmNzToQlp6lI,Şirvan Sofrasi Restaurant,İstanbul,Restaurant,"Küçük Ayasofya, Küçük Ayasofya Cd. No:71, 34122 Fatih/İstanbul, Türkiye",41.0029427,28.973458599999997,"restaurant, point_of_interest, food, establishment",4.7,4600.0,PRICE_LEVEL_MODERATE
ChIJTfkmVwm5yhQRzxNFvFXdrp0,Khorasani Restaurant,İstanbul,Restaurant,"Alemdar, Ticaretine Sokak no 9/b, 34400 Fatih/İstanbul, Türkiye",41.008470200000005,28.976204,"restaurant, point_of_interest, food, establishment",4.6,2648.0,PRICE_LEVEL_MODERATE
ChIJ-eIXzZC5yhQRZyvHWFgmras,Apollon Rooftop Restaurant,İstanbul,Restaurant,"Binbirdirek, Peykhane Sok. No:45, 34122 Fatih/İstanbul, Türkiye",41.0058854,28.973446100000004,"turkish_restaurant, mediterranean_restaurant, barbecue_restaurant, kebab_shop, italian_restaurant, british_restaurant, american_restaurant, restaurant, point_of_interest, food, establishment",4.8,911.0,PRICE_LEVEL_INEXPENSIVE
ChIJL7HcfM-5yhQR3_J1EyBXoN8,By Kinyas Terrace Restaurant,İstanbul,Restaurant,"Cankurtaran, Tevkifhane Sk. No:18, 34122 Fatih/İstanbul, Türkiye",41.0061787,28.979995899999995,"restaurant, seafood_restaurant, turkish_restaurant, point_of_interest, food, establishment",4.8,2414.0,PRICE_LEVEL_MODERATE
ChIJI-4ZD8C5yhQRAwWo7uBN1DI,Roof Mezze 360 Restaurant,İstanbul,Restaurant,"Seres old city hotel, Hoca Paşa, Hüdavendigar Cd. No:25, 34420 Fatih/İstanbul, Türkiye",41.0137159,28.9769003,"restaurant, point_of_interest, food, establishment",4.8,5657.0,PRICE_LEVEL_MODERATE
ChIJ_1X5rUi5yhQRTi80l8nxUE8,Family Garden Fish Meat Restaurant,İstanbul,Restaurant,"Cankurtaran mahallesi Akbıyık Caddesi, Cankurtaran, Adliye Sk. no:9/a, 34400 Fatih/İstanbul, Türkiye",41.0062681,28.9809951,"seafood_restaurant, turkish_restaurant, restaurant, point_of_interest, food, establishment",4.9,3939.0,PRICE_LEVEL_MODERATE
ChIJOxLTQ1q5yhQR308IKLrs1-8,Last Ottoman Cafe & Restaurant,İstanbul,Restaurant,"Hoca Paşa, Darüssade Sk. No 10, 34110 Fatih/İstanbul, Türkiye",41.0138125,28.9783214,"restaurant, barbecue_restaurant, kebab_shop, turkish_restaurant, point_of_interest, food, establishment",4.8,4253.0,PRICE_LEVEL_MODERATE
ChIJ3fO5Cpe5yhQRtObM6d2DrDw,ERHAN FİSH &MEAT PUB BALKON RESTAURANT,İstanbul,Restaurant,"Binbirdirek, Klodfarer Cd. Servet Han No:29 D:29/E, 34122 Fatih/İstanbul, Türkiye",41.0061855,28.973134100000003,"restaurant, wine_bar, cocktail_bar, cafe, kebab_shop, seafood_restaurant, turkish_restaurant, bar, point_of_interest, food, establishment",4.8,3498.0,PRICE_LEVEL_INEXPENSIVE
ChIJhcNQ9r25yhQR9Q3tyJvZne8,The Terrace Restaurant,İstanbul,Restaurant,"Alemdar, Divan Yolu Cd. No: 16, 34122 Fatih/İstanbul, Türkiye",41.0080153,28.9764748,"restaurant, point_of_interest, food, establishment",4.4,1652.0,PRICE_LEVEL_MODERATE
ChIJhd6-PGa3yhQRkPyq9aLN268,360 İstanbul,İstanbul,Restaurant,"Tomtom, İstiklal Cd. No:163 Kat:8, 34433 Beyoğlu/İstanbul, Türkiye",41.0326839,28.9766684,"turkish_restaurant, night_club, restaurant, food, bar, point_of_interest, establishment",4.0,5941.0,PRICE_LEVEL_MODERATE
ChIJB7H3EZa5yhQR7SiTMYt4HgI,MASSA BİSTRO,İstanbul,Restaurant,"Sultanahmet near tramway station İstanbul, Alemdar, Hacı Tahsin Bey Sk. 11 a, 34110 Fatih/İstanbul, Türkiye",41.0085661,28.9751389,"turkish_restaurant, vegan_restaurant, cocktail_bar, vegetarian_restaurant, hookah_bar, liquor_store, kebab_shop, wine_bar, restaurant, food, store, bar, point_of_interest, establishment",4.9,3960.0,PRICE_LEVEL_MODERATE
ChIJZ6m7Xci3yhQRE5c-WrwhTlk,Banyan Restaurant,İstanbul,Restaurant,"Yıldız Muallim Naci Caddesi &, Yıldız, Salhane Sk. No:3, 34347 Beşiktaş/İstanbul, Türkiye",41.0476552,29.025103,"restaurant, food, point_of_interest, establishment",4.2,1427.0,PRICE_LEVEL_EXPENSIVE
ChIJidKYRLy5yhQR3C46WcT3MCw,Turk Art Terrace Restaurant,İstanbul,Restaurant,"Cankurtaran, Tevkifhane Sk. no:12, 34122 Fatih/İstanbul, Türkiye",41.0062299,28.97996,"restaurant, fine_dining_restaurant, greek_restaurant, oyster_bar_restaurant, mediterranean_restaurant, seafood_restaurant, turkish_restaurant, food, point_of_interest, establishment",4.8,2314.0,PRICE_LEVEL_MODERATE
ChIJNSs-Tn-5yhQRWkLKYaPwp1U,Lokanta 1741,İstanbul,Restaurant,"Alemdar, Prof. Kazım İsmail Gürkan Cd. No:34, 34110 Fatih/İstanbul, Türkiye",41.0106091,28.9753116,"restaurant, food, point_of_interest, establishment",4.6,1497.0,PRICE_LEVEL_INEXPENSIVE
ChIJp5DGtE25yhQRWlYE6bx83wI,Rainbow fish & meat restaurant,İstanbul,Restaurant,"Cankurtaran, Mimar Mehmetağa Cd. No:33 D:1, 34122 Fatih/İstanbul, Türkiye",41.0045997,28.979899,"restaurant, food_store, food, store, point_of_interest, establishment",4.9,3963.0,PRICE_LEVEL_INEXPENSIVE
ChIJW3OU5di5yhQRfN_yXWSWrGA,old istanbul cuisine,İstanbul,Restaurant,"Cankurtaran, Akbıyık Cd. no:14-2, 34122 Fatih/İstanbul, Türkiye",41.0061615,28.9808762,"restaurant, food, point_of_interest, establishment",4.8,373.0,PRICE_LEVEL_VERY_EXPENSIVE
ChIJL8dpaby5yhQRZAYNrUY71Yo,ŞIVA OYSTER FİSH RESTAURANT,İstanbul,Restaurant,"Cankurtaran, Akbıyık Cd. No:22, 34122 Fatih/İstanbul, Türkiye",41.0060906,28.9807497,"seafood_restaurant, restaurant, food, point_of_interest, establishment",4.8,4682.0,PRICE_LEVEL_MODERATE
ChIJBeZiyvC5yhQRkRYvdO0uccU,Valley Hills Cafe & Restaurant,İstanbul,Restaurant,"Cankurtaran, Cankurtaran Cd. 20/A, 34122 Fatih/İstanbul, Türkiye",41.0051618,28.9811504,"restaurant, food, point_of_interest, establishment",4.9,1235.0,PRICE_LEVEL_INEXPENSIVE
ChIJsZMlWZC5yhQREmP1mbE9nrw,İstanbul Restaurant,İstanbul,Restaurant,"Mimar Hayrettin, Gedikpaşa Caddesi , Beyazıt 14/1, 34126 Fatih/İstanbul, Türkiye",41.008191,28.9672082,"restaurant, food, point_of_interest, establishment",4.2,541.0,PRICE_LEVEL_VERY_EXPENSIVE
ChIJoelwGr65yhQRBE1yFW5x2Aw,Panoramic Restaurant,İstanbul,Restaurant,"Alemdar, Yerebatan Cd. No:37, 34110 Fatih/İstanbul, Türkiye",41.0096468,28.9764206,"restaurant, food, point_of_interest, establishment",4.6,1265.0,PRICE_LEVEL_VERY_EXPENSIVE
ChIJ-82lB5a5yhQR9xBR8OY_3jc,İstanbul Enjoyer Cafe & Restaurant,İstanbul,Restaurant,"Alemdar mahallesi Ticarethane Sokak, Sura hotel, Alemdar, karşısı No:21/A, 34110 Fatih/İstanbul, Türkiye",41.0088637,28.975666099999994,"restaurant, food, point_of_interest, establishment",4.9,3701.0,PRICE_LEVEL_MODERATE
ChIJKeQ3HJq5yhQR_XzXSdtjfPY,Arch Bistro,İstanbul,Restaurant,"Küçük Ayasofya, Kadırga Limanı Cd. No:177, 34122 Fatih/İstanbul, Türkiye",41.004643,28.971247,"turkish_restaurant, bar_and_grill, vegan_restaurant, vegetarian_restaurant, breakfast_restaurant, pub, wine_bar, restaurant, food, bar, point_of_interest, establishment",4.9,4329.0,PRICE_LEVEL_MODERATE
ChIJHaA7wme5yhQRWY_GkctKcOU,Le Safran Restaurant,İstanbul,Restaurant,"Alemdar, Alemdar Cd. No:11, 34122 Fatih/İstanbul, Türkiye",41.0103992,28.9784599,"restaurant, bar_and_grill, cocktail_bar, lounge_bar, breakfast_restaurant, kebab_shop, night_club, italian_restaurant, turkish_restaurant, food, bar, point_of_interest, establishment",4.7,2819.0,PRICE_LEVEL_EXPENSIVE
ChIJXSG-dWm5yhQR5r4ew-NqGzE,My Terrace Cafe & Restaurant,İstanbul,Restaurant,"Küçük Ayasofya, Şht. Mehmetpaşa Sok. No:9, 34122 Fatih/İstanbul, Türkiye",41.004901,28.9730385,"turkish_restaurant, hookah_bar, breakfast_restaurant, cafeteria, cafe, restaurant, food, point_of_interest, establishment",4.7,5931.0,PRICE_LEVEL_EXPENSIVE
ChIJs-PFNaC5yhQRQdMpvh8r1_M,Hanedan'ı Aras Restaurant & Bistro,İstanbul,Restaurant,"Alemdar, Bestekar Osman Sk. No:8, 34110 Fatih/İstanbul, Türkiye",41.008453,28.974443,"restaurant, cocktail_bar, hookah_bar, food, bar, point_of_interest, establishment",4.7,1556.0,PRICE_LEVEL_MODERATE
ChIJUX0JE6y5yhQR98PWI4CDULk,Star Marina Terrace Restaurant,İstanbul,Restaurant,"Cankurtaran, Akbıyık Cd. No17A, 34122 Fatih/İstanbul, Türkiye",41.0058647,28.9807267,"restaurant, food, point_of_interest, establishment",4.7,295.0,PRICE_LEVEL_INEXPENSIVE
ChIJA8fN3Pa5yhQRg_TnJ6ePsWQ,Ortaklar Kebap Restaurant,İstanbul,Restaurant,"Binbirdirek, Peykhane Sok. No:27/a, 34122 Fatih/İstanbul, Türkiye",41.0072314,28.9721228,"kebab_shop, restaurant, food, point_of_interest, establishment",4.8,11118.0,PRICE_LEVEL_INEXPENSIVE
ChIJCQCQSIO5yhQRncYyDgAaNHE,Sarnıç İstanbul,İstanbul,Restaurant,"Cankurtaran, Soğuk Çeşme Sk. No:26, 34122 Fatih/İstanbul, Türkiye",41.0099164,28.9794705,"restaurant, food, point_of_interest, establishment",4.5,1413.0,PRICE_LEVEL_MODERATE
ChIJabnRHpq5yhQRBcIzp6TgsqM,Erciyes Cafe Restaurant,İstanbul,Restaurant,"Küçük Ayasofya, KADIRGA MEYDAN SOKAK NO:1, 34122 Fatih/İstanbul, Türkiye",41.0050278,28.9698448,"restaurant, bar_and_grill, kebab_shop, food, bar, point_of_interest, establishment",4.8,1269.0,PRICE_LEVEL_INEXPENSIVE
ChIJsUcmrF3HyhQRYlCqxMUAvGE,Ethem Efendi Kahvaltı Erenköy,İstanbul,Breakfast Restaurant,"Erenköy, Ethemefendi Cad. No:50, 34738 Kadıköy/İstanbul, Türkiye",40.971825,29.0737709,"breakfast_restaurant, restaurant, point_of_interest, food, establishment",4.6,11898.0,PRICE_LEVEL_EXPENSIVE
ChIJ4XJL7zXHyhQRdzSfW7r8xHE,Serpmeköy Trabzon Köy Kahvaltısı,İstanbul,Breakfast Restaurant,"19 Mayıs, Şemsettin Günaltay Cd. No:96/A, 34742 Kadıköy/İstanbul, Türkiye",40.9659067,29.0876612,"breakfast_restaurant, deli, food_store, store, restaurant, point_of_interest, food, establishment",4.4,1402.0,PRICE_LEVEL_EXPENSIVE
ChIJLbyNBGK3yhQRVoRMamyQtCs,Van Kahvaltı Evi,İstanbul,Breakfast Restaurant,"Kılıçali Paşa, Defterdar Yokuşu Sok. 52/A, 34425 Beyoğlu/İstanbul, Türkiye",41.0305102,28.9824282,"breakfast_restaurant, restaurant, point_of_interest, food, establishment",4.6,5984.0,PRICE_LEVEL_MODERATE
ChIJTbFb-ci7yhQR1YqB7HICx5c,Samatya Cafe & Van Kahvaltı Salonu,İstanbul,Breakfast Restaurant,"Kocamustafapaşa Mahallesi Kennedy Cad, Sahil Şeridi, Koca Mustafapaşa, Narlıkapı Cd. No :1, 34098 Fatih/İstanbul, Türkiye",40.9993209,28.9331442,"breakfast_restaurant, coffee_shop, cafe, hookah_bar, brunch_restaurant, dessert_shop, confectionery, food_store, store, restaurant, point_of_interest, food, establishment",4.5,4027.0,PRICE_LEVEL_MODERATE
ChIJF2QVfGG3yhQRIm5CJ7zUcxw,Yiğit Sofram Gözleme ve Kahvaltı,İstanbul,Breakfast Restaurant,"Kılıçalipaşa Mahallesi Sıraselviler Caddesi, Kılıçali Paşa, Yeni Yuva Sk. 31 A, 34433 Beyoğlu/İstanbul, Türkiye",41.0314513,28.9832707,"breakfast_restaurant, family_restaurant, cafe, brunch_restaurant, turkish_restaurant, restaurant, point_of_interest, food, establishment",4.8,3277.0,PRICE_LEVEL_MODERATE
ChIJy5_x3Am3yhQRvtUikSAAEJA,Tarihi Van Kahvaltı Evi 1978,İstanbul,Breakfast Restaurant,"Şehit Muhtar, Zambak Sk. No:8, 34421 Beyoğlu/İstanbul, Türkiye",41.0367655,28.9829478,"cafe, bistro, wine_bar, breakfast_restaurant, cocktail_bar, bar, restaurant, point_of_interest, food, establishment",4.9,796.0,PRICE_LEVEL_EXPENSIVE
ChIJEwm9pEDHyhQRyRiBxuDrNyI,Ataşehir Van Kahvaltı Salonu,İstanbul,Breakfast Restaurant,"Ataturk mahallesi meric caddesi, Atatürk, turkuaz plaza no:5/6, 34758 Ataşehir/İstanbul, Türkiye",40.9908847,29.1222445,"breakfast_restaurant, restaurant, point_of_interest, food, establishment",3.7,1316.0,PRICE_LEVEL_MODERATE
ChIJKwA3RhzJyhQRr7a7A1H8c7k,Atasehir Sen Kahvalti,İstanbul,Breakfast Restaurant,"Yenişehir, Kağnıcı Yolu Cd. No:6, 34779 Ataşehir/İstanbul, Türkiye",40.99557,29.138042,"breakfast_restaurant, cafe, restaurant, point_of_interest, food, establishment",4.8,568.0,PRICE_LEVEL_INEXPENSIVE
ChIJM1US_CPGyhQRs1ewwluczKI,Müptela Kahvaltı & Brunch Restaurant,İstanbul,Breakfast Restaurant,"Barbaros, Lale Sk. No:4, 34746 Ataşehir/İstanbul, Türkiye",40.990267,29.1101969,"breakfast_restaurant, family_restaurant, tea_house, brunch_restaurant, restaurant, point_of_interest, food, establishment",4.5,1704.0,PRICE_LEVEL_MODERATE
ChIJoTvDb3rHyhQRz3ct_4IYAVo,Ethem Efendi Kahvaltı Ataşehir Watergarden,İstanbul,Breakfast Restaurant,"Barbaros, Begonya Sk. 2 C C BLOK, 14, 34746 Ataşehir/İstanbul, Türkiye",40.9971694,29.100444900000003,"breakfast_restaurant, restaurant, point_of_interest, food, establishment",4.9,1994.0,PRICE_LEVEL_INEXPENSIVE
ChIJRe0y0aG3yhQRgLoCOuYO3rI,Çakmak Kahvaltı Salonu,İstanbul,Breakfast Restaurant,"Sinanpaşa, Çelebi Oğlu Sk. No:6, 34353 Beşiktaş/İstanbul, Türkiye",41.0435122,29.003261899999995,"breakfast_restaurant, restaurant, point_of_interest, food, establishment",4.4,1823.0,PRICE_LEVEL_INEXPENSIVE
ChIJDYQfiRvHyhQR-AtP4HQyny4,Ethem Efendi Kahvaltı Bağdat Caddesi,İstanbul,Breakfast Restaurant,"Göztepe Mh, Tütüncü Mehmet Efendi Cd. No:1/1, 34060 Kadıköy/İstanbul, Türkiye",40.9716353,29.0606219,"breakfast_restaurant, restaurant, point_of_interest, food, establishment",4.7,7839.0,PRICE_LEVEL_EXPENSIVE
ChIJWbt6HVzHyhQR2_DwbbWCoLk,Çeşme Bazlama Kahvaltı Bağdat Caddesi Şaşkınbakkal,İstanbul,Breakfast Restaurant,"Suadiye, Noter Sk. no:23, 34740 Kadıköy/İstanbul, Türkiye",40.9630119,29.0746623,"breakfast_restaurant, restaurant, point_of_interest, food, establishment",4.7,7021.0,PRICE_LEVEL_MODERATE
ChIJGXPzH43HyhQRznurR3NbFms,Hisar Gurme Kahvaltı,İstanbul,Breakfast Restaurant,"Nilüfer konakları, Örnek, Ercüment Batanay Sk. No:37-39, 34704 Ataşehir/İstanbul, Türkiye",40.9921646,29.080038,"breakfast_restaurant, restaurant, point_of_interest, food, establishment",4.7,221.0,PRICE_LEVEL_EXPENSIVE
